arxiv_id,title,abstract,authors,num_authors,primary_category,primary_cat_clean,categories,published,pub_year,pub_month,title_len,abstract_len,days_to_update,num_categories,query_topic,query_category,mentions_RAG,mentions_hallucin,mentions_embedding,mentions_citation,mentions_transformer,mentions_evaluation
2604.07821v1,"More Capable, Less Cooperative? When LLMs Fail At Zero-Cost Collaboration","Large language model (LLM) agents increasingly coordinate in multi-agent systems, yet we lack an understanding of where and why cooperation failures may arise. In many real-world coordination problems, from knowledge sharing in organizations to code documentation, helping others carries negligible personal cost while generating substantial collective benefits. However, whether LLM agents cooperate when helping neither benefits nor harms the helper, while being given explicit instructions to do so, remains unknown. We build a multi-agent setup designed to study cooperative behavior in a frictionless environment, removing all strategic complexity from cooperation. We find that capability does not predict cooperation: OpenAI o3 achieves only 17% of optimal collective performance while OpenAI o3-mini reaches 50%, despite identical instructions to maximize group revenue. Through a causal decomposition that automates one side of agent communication, we separate cooperation failures from competence failures, tracing their origins through agent reasoning analysis. Testing targeted interventions, we find that explicit protocols double performance for low-competence models, and tiny sharing incentives improve models with weak cooperation. Our findings suggest that scaling intelligence alone will not solve coordination problems in multi-agent systems and will require deliberate cooperative design, even when helping others costs nothing.","['Advait Yadav', 'Sid Black', 'Oliver Sourbut']",3,cs.MA,cs,"['cs.MA', 'cs.AI', 'cs.CL']",2026-04-09 05:24:27+00:00,2026,4,10,193,0,3,retrieval augmented generation,cs.CL,0,0,0,0,0,0
2604.07816v1,Tool Retrieval Bridge: Aligning Vague Instructions with Retriever Preferences via Bridge Model,"Tool learning has emerged as a promising paradigm for large language models (LLMs) to address real-world challenges. Due to the extensive and irregularly updated number of tools, tool retrieval for selecting the desired tool subset is essential. However, current tool retrieval methods are usually based on academic benchmarks containing overly detailed instructions (e.g., specific API names and parameters), while real-world instructions are more vague. Such a discrepancy would hinder the tool retrieval in real-world applications. In this paper, we first construct a new benchmark, VGToolBench, to simulate human vague instructions. Based on this, we conduct a series of preliminary analyses and find that vague instructions indeed damage the performance of tool retrieval. To this end, we propose a simple-yet-effective Tool Retrieval Bridge (TRB) approach to boost the performance of tool retrieval for vague instructions. The principle of TRB is to introduce a bridge model to rewrite the vague instructions into more specific ones and alleviate the gap between vague instructions and retriever preferences.We conduct extensive experiments under multiple commonly used retrieval settings, and the results show that TRB effectively mitigates the ambiguity of vague instructions while delivering consistent and substantial improvements across all baseline retrievers. For example, with the help of TRB, BM25 achieves a relative improvement of up to 111.51%, i.e., increasing the average NDCG score from 9.73 to 19.59. The source code and models are publicly available at https://github.com/kfchenhn/TRB.","['Kunfeng Chen', 'Luyao Zhuang', 'Fei Liao', 'Juhua Liu', 'Jian Wang', 'Bo Du']",6,cs.CL,cs,['cs.CL'],2026-04-09 05:15:38+00:00,2026,4,12,231,0,1,retrieval augmented generation,cs.CL,0,0,0,0,0,0
2604.09501v1,You Can't Fight in Here! This is BBS!,"Norm, the formal theoretical linguist, and Claudette, the computational language scientist, have a lovely time discussing whether modern language models can inform important questions in the language sciences. Just as they are about to part ways until they meet again, 25 of their closest friends show up -- from linguistics, neuroscience, cognitive science, psychology, philosophy, and computer science. We use this discussion to highlight what we see as some common underlying issues: the String Statistics Strawman (the mistaken idea that LMs can't be linguistically competent or interesting because they, like their Markov model predecessors, are statistical models that learn from strings) and the As Good As it Gets Assumption (the idea that LM research as it stands in 2026 is the limit of what it can tell us about linguistics). We clarify the role of LM-based work for scientific insights into human language and advocate for a more expansive research program for the language sciences in the AI age, one that takes on the commentators' concerns in order to produce a better and more robust science of both human language and of LMs.","['Richard Futrell', 'Kyle Mahowald']",2,cs.CL,cs,['cs.CL'],2026-04-10 17:14:03+00:00,2026,4,8,183,0,1,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09466v1,Across the Levels of Analysis: Explaining Predictive Processing in Humans Requires More Than Machine-Estimated Probabilities,"Under the lens of Marr's levels of analysis, we critique and extend two claims about language models (LMs) and language processing: first, that predicting upcoming linguistic information based on context is central to language processing, and second, that many advances in psycholinguistics would be impossible without large language models (LLMs). We further outline future directions that combine the strengths of LLMs with psycholinguistic models.","['Sathvik Nair', 'Colin Phillips']",2,cs.CL,cs,['cs.CL'],2026-04-10 16:24:58+00:00,2026,4,15,64,0,1,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09443v1,Many-Tier Instruction Hierarchy in LLM Agents,"Large language model agents receive instructions from many sources-system messages, user prompts, tool outputs, and more-each carrying different levels of trust and authority. When these instructions conflict, models must reliably follow the highest-privilege instruction to remain safe and effective. The dominant paradigm, instruction hierarchy (IH), assumes a fixed, small set of privilege levels (typically fewer than five) defined by rigid role labels (e.g., system > user). This is inadequate for real-world agentic settings, where conflicts can arise across far more sources and contexts. In this work, we propose Many-Tier Instruction Hierarchy (ManyIH), a paradigm for resolving instruction conflicts among instructions with arbitrarily many privilege levels. We introduce ManyIH-Bench, the first benchmark for ManyIH. ManyIH-Bench requires models to navigate up to 12 levels of conflicting instructions with varying privileges, comprising 853 agentic tasks (427 coding and 426 instruction-following). ManyIH-Bench composes constraints developed by LLMs and verified by humans to create realistic and difficult test cases spanning 46 real-world agents. Our experiments show that even the current frontier models perform poorly (~40% accuracy) when instruction conflict scales. This work underscores the urgent need for methods that explicitly target fine-grained, scalable instruction conflict resolution in agentic settings.","['Jingyu Zhang', 'Tianjian Li', 'William Jurayj', 'Hongyuan Zhan', 'Benjamin Van Durme', 'Daniel Khashabi']",6,cs.CL,cs,"['cs.CL', 'cs.AI']",2026-04-10 16:00:04+00:00,2026,4,6,194,0,2,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09389v1,Is More Data Worth the Cost? Dataset Scaling Laws in a Tiny Attention-Only Decoder,"Training Transformer language models is expensive, as performance typically improves with increasing dataset size and computational budget. Although scaling laws describe this trend at large scale, their implications in controlled, smaller-scale settings remain less explored. In this work, we isolate dataset-size effects using a strongly reduced attention-only decoder architecture. By training on progressively larger power-of-two subsets, we observe smooth performance improvements accompanied by clear diminishing returns, consistent with scaling-law behavior. Using only about 30% of the training data is sufficient to reach approximately 90% of the full-data validation token-level accuracy. These results provide actionable insights into dataset scaling in a controlled, component-isolated setting and offer practical guidance for balancing dataset size and computational cost in compute- and data-restricted environments, such as small research labs and exploratory model development.","['Götz-Henrik Wiegand', 'Lorena Raichle', 'Rico Städeli', 'Tomas Hrycej', 'Bernhard Bermeitinger', 'Siegfried Handschuh']",6,cs.LG,cs,"['cs.LG', 'cs.CL']",2026-04-10 15:02:59+00:00,2026,4,14,128,0,2,large language model hallucination,cs.CL,0,0,0,0,1,0
2604.09364v1,"Arbitration Failure, Not Perceptual Blindness: How Vision-Language Models Resolve Visual-Linguistic Conflicts","When a Vision-Language Model (VLM) sees a blue banana and answers ""yellow"", is the problem of perception or arbitration? We explore the question in ten VLMs with various sizes and reveal an Encoding--Grounding Dissociation: models that fail to report what they see (and thus provide a wrong answer) still encode the visual evidence as strongly as models that provide the correct answer. Using Multimodal Arbitration Crossover (MAC) analysis with layer-by-layer Logit Lens probing, we track the competition between visual and prior signals across every layer of each model. We show that visual attributes can be linearly decodable from early layers (AUC > 0.86). The accuracy remains nearly identical for both successful and failed samples. However, the gap in the final-layer logit -- not the strength of encoding -- better predicts grounding outcomes with a correlation of . After having studied when VLMs base their answers on image clues rather than prior knowledge, we want to understand the causal relationships. We establish causality through full-sequence activation patching. The standard last-token interventions in LLM interpretability do not affect VLMs. In contrast, replacing the full token sequence at layers identified by MAC alters 60 to 84% of outputs. Partial-token decomposition shows that image tokens carry almost all of the causal impact, while text tokens have none. Scaling addresses the remaining architectural differences to achieve perfect retention. Moving from diagnosis to intervention, we show that training-free activation steering -- both linear and sparse autoencoder-guided -- in early layers can improve visual grounding by up to +3.8% with degrading performance in some setups. Overall, these findings lead to a clear conclusion: VLMs already see well, but the challenge is acting on what they see. Targeted interventions can help to bridge this gap.","['Farhad Nooralahzadeh', 'Omid Rohanian', 'Yi Zhang', 'Jonathan Fürst', 'Kurt Stockinger']",5,cs.CV,cs,"['cs.CV', 'cs.CL']",2026-04-10 14:36:07+00:00,2026,4,11,287,0,2,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09349v1,Visually-Guided Policy Optimization for Multimodal Reasoning,"Reinforcement learning with verifiable rewards (RLVR) has significantly advanced the reasoning ability of vision-language models (VLMs). However, the inherent text-dominated nature of VLMs often leads to insufficient visual faithfulness, characterized by sparse attention activation to visual tokens. More importantly, our empirical analysis reveals that temporal visual forgetting along reasoning steps exacerbates this deficiency. To bridge this gap, we propose Visually-Guided Policy Optimization (VGPO), a novel framework to reinforce visual focus during policy optimization. Specifically, VGPO initially introduces a Visual Attention Compensation mechanism that leverages visual similarity to localize and amplify visual cues, while progressively elevating visual expectations in later steps to counteract visual forgetting. Building on this mechanism, we implement a dual-grained advantage re-weighting strategy: the intra-trajectory level highlights tokens exhibiting relatively high visual activation, while the inter-trajectory level prioritizes trajectories demonstrating superior visual accumulation. Extensive experiments demonstrate that VGPO achieves better visual activation and superior performance in mathematical multimodal reasoning and visual-dependent tasks.","['Zengbin Wang', 'Feng Xiong', 'Liang Lin', 'Xuecai Hu', 'Yong Wang', 'Yanlin Wang', 'Man Zhang', 'Xiangxiang Chu']",8,cs.CV,cs,"['cs.CV', 'cs.AI', 'cs.CL']",2026-04-10 14:22:38+00:00,2026,4,6,154,0,3,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09237v1,ScheMatiQ: From Research Question to Structured Data through Interactive Schema Discovery,"Many disciplines pose natural-language research questions over large document collections whose answers typically require structured evidence, traditionally obtained by manually designing an annotation schema and exhaustively labeling the corpus, a slow and error-prone process. We introduce ScheMatiQ, which leverages calls to a backbone LLM to take a question and a corpus to produce a schema and a grounded database, with a web interface that lets steer and revise the extraction. In collaboration with domain experts, we show that ScheMatiQ yields outputs that support real-world analysis in law and computational biology. We release ScheMatiQ as open source with a public web interface, and invite experts across disciplines to use it with their own data. All resources, including the website, source code, and demonstration video, are available at: www.ScheMatiQ-ai.com","['Shahar Levy', 'Eliya Habba', 'Reshef Mintz', 'Barak Raveh', 'Renana Keydar', 'Gabriel Stanovsky']",6,cs.CL,cs,['cs.CL'],2026-04-10 11:51:23+00:00,2026,4,11,127,0,1,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09189v1,Do LLMs Follow Their Own Rules? A Reflexive Audit of Self-Stated Safety Policies,"LLMs internalize safety policies through RLHF, yet these policies are never formally specified and remain difficult to inspect. Existing benchmarks evaluate models against external standards but do not measure whether models understand and enforce their own stated boundaries. We introduce the Symbolic-Neural Consistency Audit (SNCA), a framework that (1) extracts a model's self-stated safety rules via structured prompts, (2) formalizes them as typed predicates (Absolute, Conditional, Adaptive), and (3) measures behavioral compliance via deterministic comparison against harm benchmarks. Evaluating four frontier models across 45 harm categories and 47,496 observations reveals systematic gaps between stated policy and observed behavior: models claiming absolute refusal frequently comply with harmful prompts, reasoning models achieve the highest self-consistency but fail to articulate policies for 29% of categories, and cross-model agreement on rule types is remarkably low (11%). These results demonstrate that the gap between what LLMs say and what they do is measurable and architecture-dependent, motivating reflexive consistency audits as a complement to behavioral benchmarks.",['Avni Mittal'],1,cs.CL,cs,"['cs.CL', 'cs.AI', 'cs.LG']",2026-04-10 10:18:45+00:00,2026,4,13,160,0,3,large language model hallucination,cs.CL,0,0,0,0,0,1
2604.09162v1,Persona-E$^2$: A Human-Grounded Dataset for Personality-Shaped Emotional Responses to Textual Events,"Most affective computing research treats emotion as a static property of text, focusing on the writer's sentiment while overlooking the reader's perspective. This approach ignores how individual personalities lead to diverse emotional appraisals of the same event. Although role-playing Large Language Models (LLMs) attempt to simulate such nuanced reactions, they often suffer from ""personality illusion'' -- relying on surface-level stereotypes rather than authentic cognitive logic. A critical bottleneck is the absence of ground-truth human data to link personality traits to emotional shifts. To bridge the gap, we introduce Persona-E$^2$ (Persona-Event2Emotion), a large-scale dataset grounded in annotated MBTI and Big Five traits to capture reader-based emotional variations across news, social media, and life narratives. Extensive experiments reveal that state-of-the-art LLMs struggle to capture precise appraisal shifts, particularly in social media domains. Crucially, we find that personality information significantly improves comprehension, with the Big Five traits alleviating ""personality illusion.'","['Yuqin Yang', 'Haowu Zhou', 'Haoran Tu', 'Zhiwen Hui', 'Shiqi Yan', 'HaoYang Li', 'Dong She', 'Xianrong Yao', 'Yang Gao', 'Zhanpeng Jin']",10,cs.CL,cs,"['cs.CL', 'cs.AI', 'cs.HC']",2026-04-10 09:49:53+00:00,2026,4,11,147,0,3,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09123v1,Prototype-Regularized Federated Learning for Cross-Domain Aspect Sentiment Triplet Extraction,"Aspect Sentiment Triplet Extraction (ASTE) aims to extract all sentiment triplets of aspect terms, opinion terms, and sentiment polarities from a sentence. Existing methods are typically trained on individual datasets in isolation, failing to jointly capture the common feature representations shared across domains. Moreover, data privacy constraints prevent centralized data aggregation. To address these challenges, we propose Prototype-based Cross-Domain Span Prototype extraction (PCD-SpanProto), a prototype-regularized federated learning framework to enable distributed clients to exchange class-level prototypes instead of full model parameters. Specifically, we design a weighted performance-aware aggregation strategy and a contrastive regularization module to improve the global prototype under domain heterogeneity and the promotion between intra-class compactness and inter-class separability across clients. Extensive experiments on four ASTE datasets demonstrate that our method outperforms baselines and reduces communication costs, validating the effectiveness of prototype-based cross-domain knowledge transfer.","['Zongming Cai', 'Jianhang Tang', 'Zhenyong Zhang', 'Jinghui Qin', 'Kebing Jin', 'Hankz Hankui Zhuo']",6,cs.CL,cs,['cs.CL'],2026-04-10 09:03:44+00:00,2026,4,9,137,0,1,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09121v1,Interactive ASR: Towards Human-Like Interaction and Semantic Coherence Evaluation for Agentic Speech Recognition,"Recent years have witnessed remarkable progress in automatic speech recognition (ASR), driven by advances in model architectures and large-scale training data. However, two important aspects remain underexplored. First, Word Error Rate (WER), the dominant evaluation metric for decades, treats all words equally and often fails to reflect the semantic correctness of an utterance at the sentence level. Second, interactive correction-an essential component of human communication-has rarely been systematically studied in ASR research. In this paper, we integrate these two perspectives under an agentic framework for interactive ASR. We propose leveraging LLM-as-a-Judge as a semantic-aware evaluation metric to assess recognition quality beyond token-level accuracy. Furthermore, we design an LLM-driven agent framework to simulate human-like multi-turn interaction, enabling iterative refinement of recognition outputs through semantic feedback. Extensive experiments are conducted on standard benchmarks, including GigaSpeech (English), WenetSpeech (Chinese), the ASRU 2019 code-switching test set. Both objective and subjective evaluations demonstrate the effectiveness of the proposed framework in improving semantic fidelity and interactive correction capability. We will release the code to facilitate future research in interactive and agentic ASR.","['Peng Wang', 'Yanqiao Zhu', 'Zixuan Jiang', 'Qinyuan Chen', 'Xingjian Zhao', 'Xipeng Qiu', 'Wupeng Wang', 'Zhifu Gao', 'Xiangang Li', 'Kai Yu', 'Xie Chen']",11,cs.CL,cs,"['cs.CL', 'cs.AI', 'cs.SD']",2026-04-10 09:02:42+00:00,2026,4,13,176,0,3,large language model hallucination,cs.CL,0,0,0,0,0,1
2604.09094v1,Few-Shot Contrastive Adaptation for Audio Abuse Detection in Low-Resource Indic Languages,"Abusive speech detection is becoming increasingly important as social media shifts towards voice-based interaction, particularly in multilingual and low-resource settings. Most current systems rely on automatic speech recognition (ASR) followed by text-based hate speech classification, but this pipeline is vulnerable to transcription errors and discards prosodic information carried in speech. We investigate whether Contrastive Language-Audio Pre-training (CLAP) can support abusive speech detection directly from audio. Using the ADIMA dataset, we evaluate CLAP-based representations under few-shot supervised contrastive adaptation in cross-lingual and leave-one-language-out settings, with zero-shot prompting included as an auxiliary analysis. Our results show that CLAP yields strong cross-lingual audio representations across ten Indic languages, and that lightweight projection-only adaptation achieves competitive performance with respect to fully supervised systems trained on complete training data. However, the benefits of few-shot adaptation are language-dependent and not monotonic with shot size. These findings suggest that contrastive audio-text models provide a promising basis for cross-lingual audio abuse detection in low-resource settings, while also indicating that transfer remains incomplete and language-specific in important ways.","['Aditya Narayan Sankaran', 'Reza Farahbakhsh', 'Noel Crespi']",3,cs.SD,cs,"['cs.SD', 'cs.CL']",2026-04-10 08:23:03+00:00,2026,4,11,169,0,2,large language model hallucination,cs.CL,0,0,0,0,0,1
2604.09066v1,Anchored Sliding Window: Toward Robust and Imperceptible Linguistic Steganography,"Linguistic steganography based on language models typically assumes that steganographic texts are transmitted without alteration, making them fragile to even minor modifications. While previous work mitigates this fragility by limiting the context window, it significantly compromises text quality. In this paper, we propose the anchored sliding window (ASW) framework to improve imperceptibility and robustness. In addition to the latest tokens, the prompt and a bridge context are anchored within the context window, encouraging the model to compensate for the excluded tokens. We formulate the optimization of the bridge context as a variant of prompt distillation, which we further extend using self-distillation strategies. Experiments show that our ASW significantly and consistently outperforms the baseline method in text quality, imperceptibility, and robustness across diverse settings. The code is available at github.com/ryehr/ASW_steganography.","['Ruiyi Yan', 'Shiao Meng', 'Yugo Murawaki']",3,cs.CL,cs,['cs.CL'],2026-04-10 07:44:55+00:00,2026,4,9,129,0,1,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.09037v1,SiMing-Bench: Evaluating Procedural Correctness from Continuous Interactions in Clinical Skill Videos,"Current video benchmarks for multimodal large language models (MLLMs) focus on event recognition, temporal ordering, and long-context recall, but overlook a harder capability required for expert procedural judgment: tracking how ongoing interactions update the procedural state and thereby determine the correctness of later actions. We introduce SiMing-Bench, the first benchmark for evaluating this capability from full-length clinical skill videos. It targets rubric-grounded process-level judgment of whether interaction-driven state updates preserve procedural correctness across an entire workflow. SiMing-Bench is instantiated with SiMing-Score, a physician-annotated dataset of real clinical skill examination videos spanning cardiopulmonary resuscitation, automated external defibrillator operation, and bag-mask ventilation, each paired with a standardized step-wise rubric and dual-expert labels. Across diverse open- and closed-source MLLMs, we observe consistently weak agreement with physician judgments. Moreover, weak performance on rubric-defined intermediate steps persists even when overall procedure-level correlation appears acceptable, suggesting that coarse global assessment substantially overestimates current models' procedural judgment ability. Additional analyses with binary step judgment and step-aligned clips indicate that the bottleneck is not merely fine-grained scoring or temporal localization, but modeling how continuous interactions update procedural state over time.","['Xiyang Huang', 'Jiawei Lin', 'Keying Wu', 'Jiaxin Huang', 'Kailai Yang', 'Renxiong Wei', 'Cheng zeng', 'Jiayi Xiang', 'Ziyan Kuang', 'Min Peng', 'Qianqian Xie', 'Sophia Ananiadou']",12,cs.CV,cs,"['cs.CV', 'cs.CL', 'cs.HC']",2026-04-10 06:58:29+00:00,2026,4,11,182,0,3,large language model hallucination,cs.CL,0,0,0,1,0,1
2604.09029v1,CONDESION-BENCH: Conditional Decision-Making of Large Language Models in Compositional Action Space,"Large language models have been widely explored as decision-support tools in high-stakes domains due to their contextual understanding and reasoning capabilities. However, existing decision-making benchmarks rely on two simplifying assumptions: actions are selected from a finite set of pre-defined candidates, and explicit conditions restricting action feasibility are not incorporated into the decision-making process. These assumptions fail to capture the compositional structure of real-world actions and the explicit conditions that constrain their validity. To address these limitations, we introduce CONDESION-BENCH, a benchmark designed to evaluate conditional decision-making in compositional action space. In CONDESION-BENCH, actions are defined as allocations to decision variables and are restricted by explicit conditions at the variable, contextual, and allocation levels. By employing oracle-based evaluation of both decision quality and condition adherence, we provide a more rigorous assessment of LLMs as decision-support tools.","['Yeonjun Hwang', 'Sungyong Park', 'Minju Kim', 'Dongha Lee', 'Jinyoung Yeo']",5,cs.CL,cs,"['cs.CL', 'cs.AI']",2026-04-10 06:47:09+00:00,2026,4,11,135,0,2,large language model hallucination,cs.CL,0,0,0,0,0,1
2604.09008v1,"Towards Linguistically-informed Representations for English as a Second or Foreign Language: Review, Construction and Application","The widespread use of English as a Second or Foreign Language (ESFL) has sparked a paradigm shift: ESFL is not seen merely as a deviation from standard English but as a distinct linguistic system in its own right. This shift highlights the need for dedicated, knowledge-intensive representations of ESFL. In response, this paper surveys existing ESFL resources, identifies their limitations, and proposes a novel solution. Grounded in constructivist theories, the paper treats constructions as the fundamental units of analysis, allowing it to model the syntax--semantics interface of both ESFL and standard English. This design captures a wide range of ESFL phenomena by referring to syntactico-semantic mappings of English while preserving ESFL's unique characteristics, resulting a gold-standard syntactico-semantic resource comprising 1643 annotated ESFL sentences. To demonstrate the sembank's practical utility, we conduct a pilot study testing the Linguistic Niche Hypothesis, highlighting its potential as a valuable tool in Second Language Acquisition research.","['Wenxi Li', 'Xihao Wang', 'Weiwei Sun']",3,cs.CL,cs,"['cs.CL', 'cs.AI']",2026-04-10 06:21:55+00:00,2026,4,15,151,0,2,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.08999v1,ASTRA: Adaptive Semantic Tree Reasoning Architecture for Complex Table Question Answering,"Table serialization remains a critical bottleneck for Large Language Models (LLMs) in complex table question answering, hindered by challenges such as structural neglect, representation gaps, and reasoning opacity. Existing serialization methods fail to capture explicit hierarchies and lack schema flexibility, while current tree-based approaches suffer from limited semantic adaptability. To address these limitations, we propose ASTRA (Adaptive Semantic Tree Reasoning Architecture) including two main modules, AdaSTR and DuTR. First, we introduce AdaSTR, which leverages the global semantic awareness of LLMs to reconstruct tables into Logical Semantic Trees. This serialization explicitly models hierarchical dependencies and employs an adaptive mechanism to optimize construction strategies based on table scale. Second, building on this structure, we present DuTR, a dual-mode reasoning framework that integrates tree-search-based textual navigation for linguistic alignment and symbolic code execution for precise verification. Experiments on complex table benchmarks demonstrate that our method achieves state-of-the-art (SOTA) performance.","['Xiaoke Guo', 'Songze Li', 'Zhiqiang Liu', 'Zhaoyan Gong', 'Yuanxiang Liu', 'Huajun Chen', 'Wen Zhang']",7,cs.CL,cs,"['cs.CL', 'cs.AI', 'cs.LG']",2026-04-10 06:09:41+00:00,2026,4,11,146,0,3,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.08986v1,PerMix-RLVR: Preserving Persona Expressivity under Verifiable-Reward Alignment,"Persona prompting has been widely adopted to steer large language models (LLMs) behavior and improve their instruction performance by assigning specific characters. However, identifying an optimal persona is time-consuming, and its impact on output quality remains poorly understood. Prior work has mainly addressed this issue at the prompt level via inference-time strategies, incurring additional computation. In this work, we avoid inference-time prompt search by tackling persona sensitivity during training, aiming to train models that adapt their behavior to diverse personas while preserving task performance. In particular, we find that reinforcement learning with verifiable rewards (RLVR) systematically reduces sensitivity to persona prompts, but also reveals an inherent trade-off of outcome-based optimization: while RLVR improves robustness on tasks with verifiable goals, it can also degrade persona expressivity when needed, e.g., in-character role-playing. To address this limitation, we propose PerMix-RLVR, a persona-mixed RLVR strategy that mitigates the persona robustness-fidelity trade-off, preserving strong robustness to harmful persona variation while enabling faithful persona adoption when required. Concretely, PerMix-RLVR improves persona stability score (PSS) over RLVR by +21.2% on MATH500, while also enhancing persona fidelity by +11.4% on PersonaGym.","['Jihwan Oh', 'Soowon Oh', 'Murad Aghazada', 'Minchan Jeong', 'Sungnyun Kim', 'Se-Young Yun']",6,cs.CL,cs,"['cs.CL', 'cs.AI']",2026-04-10 05:45:32+00:00,2026,4,7,183,0,2,large language model hallucination,cs.CL,0,0,0,0,0,0
2604.08976v1,Quantisation Reshapes the Metacognitive Geometry of Language Models,"We report that model quantisation restructures domain-level metacognitive efficiency in LLMs rather than degrading it uniformly. Evaluating Llama-3-8B-Instruct on the same 3,000 questions at Q5_K_M and f16 precision, we find that M-ratio profiles across four knowledge domains are uncorrelated between formats (Spearman rho = 0.00). Arts & Literature moves from worst-monitored (M-ratio = 0.606 at Q5_K_M) to best-monitored (1.542 at f16). Geography moves from well-monitored (1.210) to under-monitored (0.798). However, Type-2 AUROC profiles are perfectly stable across formats (rho = 1.00), localising the restructuring to the M-ratio normalisation rather than the underlying discrimination signal. This finding emerged from a pre-registered attempt to improve metacognition through domain-conditional training. We prescribed confidence-amplification SFT for the diagnosed weak domain, with matched-budget agnostic and wrong-prescription controls. All four confirmatory hypotheses were null (10,000 bootstrap resamples, seed = 42). The training successfully reshaped confidence distributions, doubling the NLP gap in Science from 0.076 to 0.152, but did not improve meta-d' because the diagnostic profile did not transfer across formats. Any system relying on domain-level M-ratio profiles has an unexamined dependency on inference format. Systems using AUROC_2 are safer. We release all code, pre-registrations, and trial-level data.",['Jon-Paul Cacioli'],1,cs.CL,cs,['cs.CL'],2026-04-10 05:29:22+00:00,2026,4,8,191,0,1,large language model hallucination,cs.CL,0,0,0,0,0,1
2604.08974v1,Confident in a Confidence Score: Investigating the Sensitivity of Confidence Scores to Supervised Fine-Tuning,"Uncertainty quantification is a set of techniques that measure confidence in language models. They can be used, for example, to detect hallucinations or alert users to review uncertain predictions. To be useful, these confidence scores must be correlated with the quality of the output. However, recent work found that fine-tuning can affect the correlation between confidence scores and quality. Hence, we investigate the underlying behavior of confidence scores to understand its sensitivity to supervised fine-tuning (SFT). We find that post-SFT, the correlation of various confidence scores degrades, which can stem from changes in confidence scores due to factors other than the output quality, such as the output's similarity to the training distribution. We demonstrate via a case study how failing to address this miscorrelation reduces the usefulness of the confidence scores on a downstream task. Our findings show how confidence metrics cannot be used off-the-shelf without testing, and motivate the need for developing metrics which are more robust to fine-tuning.","['Lorenzo Jaime Yu Flores', 'Cesare Spinoso di-Piano', 'Jackie Chi Kit Cheung']",3,cs.CL,cs,['cs.CL'],2026-04-10 05:27:35+00:00,2026,4,14,160,0,1,large language model hallucination,cs.CL,0,1,0,0,0,0
2604.08964v1,Breaking Block Boundaries: Anchor-based History-stable Decoding for Diffusion Large Language Models,"Diffusion Large Language Models (dLLMs) have recently become a promising alternative to autoregressive large language models (ARMs). Semi-autoregressive (Semi-AR) decoding is widely employed in base dLLMs and advanced decoding strategies due to its superior performance. However, our observations reveal that Semi-AR decoding suffers from inherent block constraints, which cause the decoding of many cross-block stable tokens to be unnecessarily delayed. To address this challenge, we systematically investigate the identification of stable tokens and present three key findings: (1) naive lookahead decoding is unreliable, (2) token stability closely correlates with convergence trend, and (3) historical information is isolated. Building on these insights, we propose Anchor-based History-stable Decoding (AHD), a training-free, plug-and-play dynamic decoding strategy. Specifically, AHD monitors the stability trend of tokens in real time through dynamic anchors. Once a token reaches stability, it initiates early cross-block decoding to enhance efficiency and performance. Extensive experiments across language, vision-language, and audio-language domains demonstrate that AHD simultaneously improves both performance and inference efficiency. Notably, AHD effectively reverses the performance degradation typically observed in existing advanced decoding acceleration strategies. For instance, on the BBH benchmark, our approach reduces decoding steps by 80% while improving performance by 3.67%.","['Shun Zou', 'Yong Wang', 'Zehui Chen', 'Lin Chen', 'Chongyang Tao', 'Feng Zhao', 'Xiangxiang Chu']",7,cs.CL,cs,['cs.CL'],2026-04-10 05:08:39+00:00,2026,4,11,193,0,1,large language model hallucination,cs.CL,0,0,0,0,0,0
